Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Injuries
Accident,CHI84LA103,1984-02-06,"LOGANSPORT, IN",United States,Non-Fatal,Substantial,unknown,cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,1.0
Accident,DEN84FA086,1984-02-07,"SIDNEY, MT",United States,Fatal(1),Destroyed,unknown,cessna,T210M,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,1.0
Accident,FTW84LA236,1984-02-07,"STRATFORD, TX",United States,Non-Fatal,Substantial,unknown,beech,D17S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,NYC84LA082,1984-02-07,"NEWARK, NJ",United States,Non-Fatal,Substantial,unknown,piper,PA-600,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,CHI84LA104,1984-02-08,"VANOLIA, OH",United States,Non-Fatal,Destroyed,unknown,bryan,DRAGON FLY,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1.0
Accident,SEA84LA050,1984-02-08,"LAS VEGAS, NV",United States,Non-Fatal,Substantial,unknown,hughes,269B,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,2.0
Accident,MIA84LA073,1984-02-08,"CLEARWATER, FL",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,LAX84LA169,1984-02-08,"CHICO, CA",United States,Non-Fatal,Substantial,unknown,shuey,GLASSAIRE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,LAX84LA168,1984-02-08,"PHOENIX, AZ",United States,Non-Fatal,Substantial,unknown,moseley/scorpion,133,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,LAX84FA170,1984-02-08,"RIVIERA, AZ",United States,Non-Fatal,Substantial,unknown,piper,PA-31T,No,2.0,Turbo Prop,Business,0.0,2.0,1.0,0.0,VMC,Climb,3.0
Accident,FTW84LA130,1984-02-08,"BENAVIDES, TX",United States,Non-Fatal,Substantial,unknown,bell,47G-2A,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Maneuvering,1.0
Accident,MKC84FA071,1984-02-09,"LINCOLN, KS",United States,Fatal(2),Destroyed,unknown,cessna,150M,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,2.0
Accident,ATL84FA093,1984-02-09,"BLUEFIELD, WV",United States,Fatal(4),Destroyed,unknown,piper,PA-32RT-300T,No,1.0,Reciprocating,Business,4.0,2.0,0.0,0.0,VMC,Takeoff,6.0
Accident,SEA84LA051,1984-02-09,"SEATTLE, WA",United States,Non-Fatal,Substantial,unknown,cessna,172 RGII,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,LAX84LA200,1984-02-09,"LK HAVASU CITY, AZ",United States,Non-Fatal,Substantial,unknown,beech,95-B55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,LAX84FUG01,1984-02-09,"RIVERSIDE, CA",United States,Non-Fatal,Substantial,unknown,bellanca,8KCAB,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0
Accident,FTW84LA131,1984-02-09,"THIBODAUX, LA",United States,Non-Fatal,Substantial,unknown,cessna,172N,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,CHI84LA105,1984-02-09,"CROWN POINT, IN",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,ATL84FA102,1984-02-09,"CHANTILLY, VA",United States,Non-Fatal,Substantial,unknown,cessna,182RG II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,0.0
Accident,SEA84LA053,1984-02-09,"BURNS, OR",United States,Non-Fatal,Substantial,unknown,piper,PA-34-200,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Takeoff,0.0
Accident,DEN84FA089,1984-02-10,"DURANGO, CO",United States,Fatal(2),Destroyed,unknown,beech,58P,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,2.0
Accident,NYC84LA139,1984-02-10,"BUTLER, PA",United States,Non-Fatal,Substantial,unknown,balloon works,FIRE FLY 6B,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,LAX84LA201,1984-02-10,"HAYWARD, CA",United States,Non-Fatal,Substantial,unknown,piper,PA-28R-201T,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,LAX84LA174,1984-02-10,"SCOTTSDALE, AZ",United States,Non-Fatal,Substantial,unknown,cessna,T210N,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,1.0
Accident,LAX84LA173,1984-02-10,"RIVERSIDE, CA",United States,Non-Fatal,Substantial,unknown,robinson,R-22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,0.0
Accident,FTW84LA132,1984-02-10,"HEIDENHEIMER, TX",United States,Non-Fatal,Substantial,unknown,grumman,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,DEN84LA114,1984-02-10,"MONTE VISTA, CO",United States,Non-Fatal,Substantial,unknown,bellanca,7GCAA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,DEN84LA090,1984-02-10,"LARAMIE, WY",United States,Non-Fatal,Substantial,unknown,piper,PA-22-150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,Approach,1.0
Accident,DEN84LA088,1984-02-10,"ANGEL FIRE, NM",United States,Non-Fatal,Substantial,unknown,mooney,M20C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,CHI84FA107,1984-02-10,"WANATAH, IN",United States,Fatal(1),Substantial,unknown,cessna,150D,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1.0
Accident,ATL84LA094,1984-02-10,"MARION, SC",United States,Non-Fatal,Substantial,unknown,beech,F33A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Incident,MIA84IA074,1984-02-11,"OPA LOCKA, FL",United States,Incident,Minor,unknown,beech,95-A55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,0.0
Accident,SEA84LA052,1984-02-11,"MINDEN, NV",United States,Non-Fatal,Substantial,unknown,cessna,152II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,LAX84LA175,1984-02-11,"CHINO, CA",United States,Non-Fatal,Substantial,unknown,piper,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,CHI84LA109,1984-02-11,"CLEVELAND, OH",United States,Non-Fatal,Substantial,unknown,mooney,M20E,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,2.0
Accident,ATL84LA097,1984-02-11,"CAROLINA BEACH, NC",United States,Non-Fatal,Substantial,unknown,cessna,C-172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,0.0
Accident,MIA84FA075,1984-02-12,"PINELLAS PARK, FL",United States,Non-Fatal,Destroyed,unknown,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Cruise,3.0
Accident,LAX84FA178,1984-02-12,"COYOTE, CA",United States,Fatal(1),Destroyed,unknown,beech,A-36,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,UNK,Cruise,1.0
Accident,LAX84FA176,1984-02-12,"OAKLAND, CA",United States,Fatal(1),Destroyed,unknown,piper,PA-28-181,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1.0
Accident,ATL84LA096,1984-02-12,"OAK GROVE, VA",United States,Non-Fatal,Destroyed,unknown,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,IMC,Approach,1.0
Accident,ATL84FA099,1984-02-12,"MASSIES MILL, VA",United States,Fatal(1),Destroyed,unknown,piper,PA-30-160,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,ATL84FA095,1984-02-12,"CHESAPEAKE, VA",United States,Fatal(1),Destroyed,unknown,cessna,172RG,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Cruise,2.0
Accident,NYC84LA086,1984-02-12,"HASTINGS, NY",United States,Non-Fatal,Substantial,unknown,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,NYC84LA070,1984-02-12,"MT. PLEASANT, PA",United States,Non-Fatal,Substantial,unknown,brantly helicopter,B-2B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA072,1984-02-12,"CONWAY SPRINGS, KS",United States,Non-Fatal,Substantial,unknown,cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,DEN84LA091,1984-02-12,"CRESTED BUTTE, CO",United States,Non-Fatal,Substantial,unknown,piper,PA-24-260,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Cruise,1.0
Accident,CHI84LA108,1984-02-12,"LANSING, MI",United States,Non-Fatal,Substantial,unknown,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,ATL84LA098,1984-02-12,"HICKORY, NC",United States,Non-Fatal,Substantial,unknown,cessna,C-303,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Landing,0.0
Accident,LAX84FA180,1984-02-13,"CALIFORNIA CITY, CA",United States,Fatal(1),Destroyed,unknown,maupin,WOODSTOCK-I,Yes,0.0,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,MKC84LA074,1984-02-13,"BOONVILLE, MO",United States,Non-Fatal,Substantial,unknown,piper,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1.0
Accident,MKC84LA073,1984-02-13,"LAWRENCE, KS",United States,Non-Fatal,Substantial,unknown,aeronca,7AC,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX84LA179,1984-02-13,"VACAVILLE, CA",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,LAX84LA177,1984-02-13,"MAMMOTH LAKES, GA",United States,Non-Fatal,Substantial,unknown,cessna,182L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Taxi,1.0
Accident,FTW84LA136,1984-02-13,"MORGAN CITY, LA",United States,Non-Fatal,Substantial,unknown,sikorsky,S-58E,No,1.0,Reciprocating,Aerial Observation,0.0,1.0,3.0,1.0,VMC,Maneuvering,4.0
Incident,ANC84IA035,1984-02-14,"ANCHORAGE, AK",United States,Incident,Minor,unknown,bell,47G-2A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,MKC84LA076,1984-02-14,"CHARITON, IA",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,MKC84LA075,1984-02-14,"SPRINGFIELD, MO",United States,Non-Fatal,Substantial,unknown,cessna,172P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,SEA84FA055,1984-02-15,"HAINES, AK",United States,Fatal(2),Destroyed,unknown,piper,J3C-65S,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2.0
Accident,MIA84FA078,1984-02-15,"WALDO, FL",United States,Non-Fatal,Destroyed,unknown,hiller,UH-12E,No,1.0,Reciprocating,Aerial Application,0.0,2.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,LAX84FA221,1984-02-15,"EDWARDS AFB, CA",United States,Fatal(1),Destroyed,unknown,taylorcraft,BC12D-85,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,1.0
Accident,FTW84LA133,1984-02-15,"PRESIDIO, TX",United States,Non-Fatal,Destroyed,unknown,piper,PA-31P,No,2.0,Reciprocating,Personal,0.0,2.0,4.0,0.0,VMC,Cruise,6.0
Incident,CHI84IA111,1984-02-15,"INDIANAPOLIS, IN",United States,Incident,Minor,unknown,swearingen,SA-26AT,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,CHI84FA110,1984-02-15,"SALEM, OH",United States,Fatal(2),Destroyed,unknown,cessna,177RG,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0
Accident,NYC84FGM02,1984-02-15,"NEW CASTLE, PA",United States,Non-Fatal,Substantial,unknown,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1.0
Accident,MKC84LA082,1984-02-15,"POCAHONTAS, AR",United States,Non-Fatal,Substantial,unknown,mooney,MK20B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84FA077,1984-02-15,"MENA, AR",United States,Fatal(2),Substantial,unknown,cessna,414A,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,2.0
Accident,MIA84LA080,1984-02-15,"ARCADIA, FL",United States,Non-Fatal,Substantial,unknown,cessna,T-188,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,0.0
Accident,MIA84LA079,1984-02-15,"LAKE PLACID, FL",United States,Non-Fatal,Substantial,unknown,harvey,CONDOR 3+2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX84LA182,1984-02-15,"BARBERS POINT, HI",United States,Non-Fatal,Substantial,unknown,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,FTW84LA134,1984-02-15,"STILLWATER, OK",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,ATL84LKG03,1984-02-15,"ALBERTVILLE, AL",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,UNK,Landing,0.0
Accident,ATL84FKG02,1984-02-15,"ATLANTA, GA",United States,Non-Fatal,Substantial,unknown,piper,PA-60,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,FTW84LA137,1984-02-16,"ALTUS, OK",United States,Fatal(1),Destroyed,unknown,piper,PA-25-150,No,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0
Incident,ATL84IA104,1984-02-16,"FOREST PARK, GA",United States,Incident,Minor,unknown,mcdonnell douglas,DC-9-31,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,72.0,VMC,Takeoff,0.0
Accident,NYC84LA087,1984-02-16,"BRISTOL, PA",United States,Non-Fatal,Substantial,unknown,mooney,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,MIA84FA081,1984-02-16,"CEDAR KEY, FL",United States,Non-Fatal,Substantial,unknown,bell,47-G,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,LAX84LA171,1984-02-16,"FOLSOM LAKE, CA",United States,Non-Fatal,Substantial,unknown,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,2.0
Accident,FTW84LA142,1984-02-16,"ACUFF, TX",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,0.0
Accident,FTW84LA138,1984-02-16,"BROWNSVILLE, TX",United States,Non-Fatal,Substantial,unknown,piper,PA-31,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,6.0,0.0,IMC,Maneuvering,6.0
Accident,MIA84FA082,1984-02-17,"COOPER CITY, FL",United States,Fatal(2),Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,ATL84MA101,1984-02-17,"CHARLOTTESVILLE, VA",United States,Fatal(4),Destroyed,unknown,beech,V35B,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Approach,4.0
Accident,ATL84LKG04,1984-02-17,"KENNESAW, GA",United States,Non-Fatal,Destroyed,unknown,cessna,177B,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Landing,4.0
Accident,ATL84FA100,1984-02-17,"CULLMAN, AL",United States,Fatal(1),Destroyed,unknown,bell,47GL,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,MIA84LA085,1984-02-17,"ST AUGUSTINE, FL",United States,Non-Fatal,Substantial,unknown,beech,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Landing,0.0
Accident,MIA84LA083,1984-02-17,"ST. AUGUSTINE, FL",United States,Non-Fatal,Substantial,unknown,piper,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,LAX84LA181,1984-02-17,"RIALTO, CA",United States,Non-Fatal,Substantial,unknown,bellanca,14-13-2,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0
Accident,ATL84LA103,1984-02-17,"MAYERSVILLE, MS",United States,Non-Fatal,Substantial,unknown,beech,19A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,SEA84LA054,1984-02-17,"ALMA, OR",United States,Non-Fatal,Substantial,unknown,aerospatiale,AS-341G,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,MIA84FA084,1984-02-17,"MIAMI, FL",United States,Non-Fatal,Substantial,unknown,douglas,DC-3,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Taxi,0.0
Accident,DEN84LA092,1984-02-17,"DUCHESNE, UT",United States,Non-Fatal,Substantial,unknown,cessna,T-210,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MIA84LA086,1984-02-18,"FT. MYERS, FL",United States,Non-Fatal,Destroyed,unknown,piper,PA-32R-301,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Takeoff,0.0
Accident,CHI84FA112,1984-02-18,"OAKTOWN, IN",United States,Fatal(2),Destroyed,unknown,beech,A23A,No,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,IMC,Cruise,3.0
Accident,SEA84LA057,1984-02-18,"ROSEBURG, OR",United States,Non-Fatal,Substantial,unknown,cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,SEA84LA056,1984-02-18,"ALBANY, OR",United States,Non-Fatal,Substantial,unknown,navion,A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,MIA84LA153,1984-02-18,"DAYTONA BEACH, FL",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,MIA84LA087,1984-02-18,"TALLAHASSEE, FL",United States,Non-Fatal,Substantial,unknown,beech,B-58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX84FA183,1984-02-18,"SANTA MONICA, CA",United States,Non-Fatal,Substantial,unknown,beech,A36,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,0.0
Accident,DEN84LA094,1984-02-18,"TOWNSEND, MT",United States,Non-Fatal,Substantial,unknown,weatherly,201B,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,CHI84LA113,1984-02-18,"MENOMINEE, MI",United States,Non-Fatal,Substantial,unknown,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,NYC84FA089,1984-02-18,"LINDEN, NJ",United States,Non-Fatal,Substantial,unknown,cessna,401A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,DEN84LA093,1984-02-18,"LAKE CITY, CO",United States,Non-Fatal,Substantial,unknown,bell,206L-3,No,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,6.0,VMC,Takeoff,1.0
Accident,SEA84FA058,1984-02-19,"MOUNTAINDALE, OR",United States,Fatal(3),Destroyed,unknown,piper,PA-28-J3A5D,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Approach,3.0
Accident,NYC84FU003,1984-02-19,"PEPPERELL, MA",United States,Fatal(1),Minor,unknown,panaplane,PAPPILLON,Yes,2.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0
Accident,FTW84LA140,1984-02-19,"ADA, OK",United States,Non-Fatal,Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,ATL84FA105,1984-02-19,"DAWSON, GA",United States,Fatal(1),Destroyed,unknown,grumman,G-164B,No,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0
Accident,MKC84LA093,1984-02-19,"PINE BLUFF, AR",United States,Non-Fatal,Substantial,unknown,cessna,206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX84LA191,1984-02-19,"TRUCKEE, CA",United States,Non-Fatal,Substantial,unknown,cessna,180A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX84LA186,1984-02-19,"CRESCENT CITY, CA",United States,Non-Fatal,Substantial,unknown,beech,BE-58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,0.0
Accident,LAX84LA185,1984-02-19,"TUCSON, AZ",United States,Non-Fatal,Substantial,unknown,cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,LAX84LA184,1984-02-19,"SANTA ANA, CA",United States,Non-Fatal,Substantial,unknown,beech,M35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,0.0
Accident,FTW84FU003,1984-02-19,"ABITA SPRINGS, LA",United States,Fatal(1),Substantial,unknown,ultraclassics,BEARCAT 150,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Climb,1.0
Accident,LAX84LA187,1984-02-20,"LUCERNE, CA",United States,Non-Fatal,Destroyed,unknown,cessna,177B,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,IMC,Cruise,2.0
Incident,LAX84IA188B,1984-02-20,"RIVERSIDE, CA",United States,Incident,Minor,unknown,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Standing,0.0
Incident,LAX84IA188A,1984-02-20,"RIVERSIDE, CA",United States,Incident,Minor,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,LAX84FA189,1984-02-20,"LIVERMORE, CA",United States,Fatal(1),Destroyed,unknown,cessna,182P,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Cruise,1.0
Accident,DEN84FA095,1984-02-20,"FRANKTOWN, CO",United States,Fatal(2),Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,NYC84LA095,1984-02-20,"TETERBORO, NJ",United States,Non-Fatal,Substantial,unknown,cessna,182RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,NYC84LA088,1984-02-20,"CLARKSVILLE, MD",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,NYC84FFA02,1984-02-20,"LEXINGTON, NY",United States,Non-Fatal,Substantial,unknown,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1.0
Accident,MKC84LA080,1984-02-20,"NORTON, KS",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA079,1984-02-20,"INDEPENDENCE, MO",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA078,1984-02-20,"PAPILLION, NE",United States,Non-Fatal,Substantial,unknown,gulfstream american,AA5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,0.0
Accident,MIA84LA088,1984-02-20,"DEFUNIAK SPRING, FL",United States,Non-Fatal,Substantial,unknown,mooney,M-20F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,0.0
Accident,FTW84LA141,1984-02-20,"BASTROP, TX",United States,Non-Fatal,Substantial,unknown,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,ATL84FLT04,1984-02-20,"CHARLESTON, TN",United States,Non-Fatal,Substantial,unknown,aero commander,680F,No,2.0,Reciprocating,Ferry,0.0,1.0,0.0,0.0,VMC,Cruise,1.0
Accident,ANC84FA036,1984-02-20,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,unknown,cessna,172N,No,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,Takeoff,2.0
Accident,MIA84LA089,1984-02-21,"KEY WEST, FL",United States,Fatal(2),Destroyed,unknown,cessna,P-210N,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Unknown,2.0
Accident,MIA84FA090,1984-02-21,"ST. PETERSBURG, FL",United States,Fatal(1),Destroyed,unknown,cessna,310R,No,2.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Takeoff,2.0
Accident,FTW84LU004,1984-02-21,"PEARLAND, TX",United States,Non-Fatal,Destroyed,unknown,vampire,SATALAR,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,FTW84LA144,1984-02-21,"REFUGIO, TX",United States,Non-Fatal,Destroyed,unknown,bell,47G4A,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Maneuvering,1.0
