Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Injuries
Accident,CHI84LA086,1984-01-14,"WAUKEGAN, IL",United States,Non-Fatal,Substantial,unknown,piper,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,FTW84FA115,1984-01-15,"DAVIDSON, OK",United States,Fatal(1),Destroyed,unknown,bellanca,8KCAB,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Descent,1.0
Accident,ATL84FA083,1984-01-15,"ATTALLA, AL",United States,Fatal(2),Destroyed,unknown,piper,PA-32RT-300,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,2.0
Accident,ATL84FA082,1984-01-15,"LAFAYETTE, GA",United States,Fatal(4),Destroyed,unknown,cessna,177B,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Descent,4.0
Accident,SEA84LA043,1984-01-15,"AIBIRM, WA",United States,Non-Fatal,Substantial,unknown,raven,RALLY RX7,No,0.0,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,NYC84LA069,1984-01-15,"ANNAPOLIS, MD",United States,Non-Fatal,Substantial,unknown,stinson,108-1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,0.0
Accident,CHI84LA085,1984-01-15,"HUNTLEY, IL",United States,Non-Fatal,Substantial,unknown,cessna,140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,ATL84LA081,1984-01-15,"DALTON, GA",United States,Non-Fatal,Substantial,unknown,cessna,182M,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,3.0,IMC,Cruise,2.0
Accident,MIA84LA060,1984-01-16,"HOMESTEAD, FL",United States,Non-Fatal,Destroyed,unknown,grumman,AG-CAT,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,1.0
Incident,MIA84IA062,1984-01-17,"JACKSONVILLE, FL",United States,Incident,Minor,unknown,beech,D18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Landing,0.0
Accident,ATL84FA084,1984-01-17,"GREENVILLE, SC",United States,Fatal(4),Destroyed,unknown,rockwell,690B,No,2.0,Turbo Prop,Business,4.0,0.0,0.0,0.0,IMC,Approach,4.0
Accident,LAX84FA144,1984-01-18,"OXNARD, CA",United States,Non-Fatal,Destroyed,unknown,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Cruise,3.0
Accident,LAX84LA143,1984-01-18,"SANTA CRUZI IL, CA",United States,Non-Fatal,Substantial,unknown,cessna,206,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Landing,3.0
Accident,CHI84LA089,1984-01-18,"HAWLEY, MN",United States,Non-Fatal,Substantial,unknown,grumman,AA-1A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,CHI84LA088,1984-01-18,"HOLMAN, WI",United States,Non-Fatal,Substantial,unknown,piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,CHI84LA087,1984-01-18,"ROCK FALLS, IL",United States,Non-Fatal,Substantial,unknown,cessna,150L,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,ATL84LA085,1984-01-18,"BECKLEY, WV",United States,Non-Fatal,Substantial,unknown,piper,PA-34-220T,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Takeoff,0.0
Accident,DEN84FA071,1984-01-18,"CASPER, WY",United States,Non-Fatal,Substantial,unknown,cessna,310Q,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Descent,0.0
Accident,ANC84LA032,1984-01-18,"DEERING, AK",United States,Non-Fatal,Substantial,unknown,cessna,207A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,CHI84LA090,1984-01-19,"ROCKFORD, IL",United States,Non-Fatal,Substantial,unknown,cessna,210D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,0.0
Incident,SEA84IA042,1984-01-20,"YAKIMA, WA",United States,Incident,Minor,unknown,cessna,CE500,No,2.0,Turbo Jet,Instructional,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Incident,MIA84IA063,1984-01-20,"TAMPA, FL",United States,Incident,Minor,unknown,boeing,727-225A,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,152.0,VMC,Cruise,0.0
Accident,LAX84LA150,1984-01-20,"MENDOTA, CA",United States,Non-Fatal,Destroyed,unknown,piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,LAX84LA149,1984-01-20,"KELSEYVILLE, CA",United States,Non-Fatal,Destroyed,unknown,cessna,172M,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,IMC,Cruise,3.0
Incident,LAX84IA147,1984-01-20,"REDDING, CA",United States,Incident,Minor,unknown,piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Taxi,0.0
Accident,NYC84FFA01,1984-01-20,"LOWVILLE, NY",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX84LA162,1984-01-20,"FLAGSTAFF, AZ",United States,Non-Fatal,Substantial,unknown,beech,K35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Cruise,0.0
Accident,LAX84LA148,1984-01-20,"OAKLAND, CA",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,IMC,Descent,0.0
Accident,MKC84LA062,1984-01-20,"LIBERTY, MO",United States,Non-Fatal,Substantial,unknown,aero commander,690A,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Incident,MIA84IA064,1984-01-21,"TAMPA, FL",United States,Incident,Minor,unknown,douglas,DC-9-51,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,33.0,VMC,Climb,0.0
Accident,LAX84FA152,1984-01-21,"SOLEDAD, CA",United States,Fatal(1),Destroyed,unknown,cessna,182Q,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,1.0
Accident,LAX84FA151,1984-01-21,"SANTA PAULA, CA",United States,Fatal(2),Destroyed,unknown,wells/rand,KR-2,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0
Accident,SEA84LA040,1984-01-21,"RENTON, WA",United States,Non-Fatal,Substantial,unknown,beech,A35,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Maneuvering,0.0
Accident,NYC84FA073,1984-01-22,"PEQUANNOCK, NJ",United States,Fatal(4),Destroyed,unknown,cessna,310G,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,4.0
Accident,NYC84FA072,1984-01-22,"BARRE, MA",United States,Fatal(1),Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Climb,1.0
Accident,SEA84LA041,1984-01-22,"KLAMATH FALLS, OR",United States,Non-Fatal,Substantial,unknown,piper,PA-18-135,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,MKC84LA063,1984-01-22,"CHESTERFIELD, MO",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,DEN84FA073,1984-01-22,"HUNTINGTON, UT",United States,Non-Fatal,Substantial,unknown,bell,206L-1,No,1.0,Turbo Shaft,Business,0.0,4.0,1.0,2.0,VMC,Maneuvering,5.0
Accident,CHI84LA092,1984-01-22,"CRYSTAL LAKE, IL",United States,Non-Fatal,Substantial,unknown,beech,B-19,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,0.0
Incident,CHI84IA093,1984-01-23,"CHICAGO, IL",United States,Incident,Minor,unknown,mcdonnell douglas,DC-8-61,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,47.0,IMC,Takeoff,0.0
Accident,MIA84LA065,1984-01-23,"FT.MYERS, FL",United States,Non-Fatal,Substantial,unknown,beech,58,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,0.0
Accident,FTW84FA121,1984-01-23,"NEW ORLEANS, LA",United States,Fatal(1),Substantial,unknown,piper,PA-32RT-300,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Descent,1.0
Accident,NYC84FA074,1984-01-24,"GROTON, CT",United States,Fatal(3),Destroyed,unknown,cessna,P210N,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Approach,3.0
Accident,MKC84LA064,1984-01-24,"AMES, IA",United States,Non-Fatal,Substantial,unknown,mitsubishi,MU 2B-20,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Landing,0.0
Accident,MIA84LA066,1984-01-24,"PLYMOUTH, FL",United States,Non-Fatal,Substantial,unknown,piper,PA-28,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1.0
Accident,LAX84LA159,1984-01-24,"MONTEREY, CA",United States,Non-Fatal,Substantial,unknown,beech,D55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,LAX84LA154,1984-01-24,"HEALDSBURG, CA",United States,Non-Fatal,Substantial,unknown,bellanca,7ECA,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,1.0
Accident,DEN84LA074,1984-01-24,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,unknown,cessna,210D,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Other,0.0
Accident,CHI84LA095,1984-01-24,"MACOMB, IL",United States,Non-Fatal,Substantial,unknown,cessna,C-172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,ATL84FLT02,1984-01-24,"MEMPHIS, TN",United States,Non-Fatal,Substantial,unknown,piper,PA-22-150,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,IMC,Approach,1.0
Accident,ANC84LA033,1984-01-24,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,unknown,piper,PA-18A,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,FTW84LA118,1984-01-24,"VENICE, LA",United States,Non-Fatal,Substantial,unknown,bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,6.0,0.0,IMC,Cruise,6.0
Accident,MKC84LA065,1984-01-25,"KENNETT, MO",United States,Non-Fatal,Destroyed,unknown,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,IMC,Approach,1.0
Accident,FTW84LA119,1984-01-25,"CEDAR HILL, TX",United States,Non-Fatal,Destroyed,unknown,bell,206L-1,No,1.0,Turbo Shaft,Business,0.0,0.0,2.0,1.0,VMC,Landing,2.0
Accident,SEA84LA044,1984-01-25,"BEND, OR",United States,Non-Fatal,Substantial,unknown,cessna,T21OL,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,0.0
Accident,LAX84LA156,1984-01-25,"VICTORVILLE, CA",United States,Non-Fatal,Substantial,unknown,beech,A-36,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Takeoff,2.0
Accident,LAX84LA155,1984-01-25,"LAKE CASITAS, CA",United States,Non-Fatal,Substantial,unknown,beech,60,No,2.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,CHI84LA096,1984-01-25,"WEST BEND, WI",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,SEA84LA045,1984-01-26,"BURLEY, ID",United States,Non-Fatal,Substantial,unknown,cessna,150G,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,LAX84LA157,1984-01-26,"SANTA ANA, CA",United States,Non-Fatal,Substantial,unknown,bellanca,7KCAB,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,0.0,VMC,Taxi,1.0
Accident,CHI84LA094,1984-01-26,"GREENVILLE, IL",United States,Non-Fatal,Substantial,unknown,piper,PA-32R-300,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Approach,2.0
Accident,ATL84LA086,1984-01-26,"SNOWVILLE, VA",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,MIA84FA067,1984-01-27,"STUART, FL",United States,Fatal(1),Destroyed,unknown,bell,206B,No,1.0,Turbo Shaft,Unknown,1.0,2.0,0.0,0.0,VMC,Descent,3.0
Accident,FTW84FA122,1984-01-27,"FRITCH, TX",United States,Fatal(2),Destroyed,unknown,beech,77,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0
Accident,DEN84FA076,1984-01-27,"COLUMBUS, NM",United States,Fatal(2),Destroyed,unknown,beech,A36,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Descent,2.0
Accident,SEA84LA047,1984-01-27,"IMNAHA, OR",United States,Non-Fatal,Substantial,unknown,piper,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,NYC84LA076,1984-01-27,"NASHUA, NH",United States,Non-Fatal,Substantial,unknown,robinson,R-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,NYC84LA075,1984-01-27,"BREWER, ME",United States,Non-Fatal,Substantial,unknown,cessna,150E,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,DEN84LA099,1984-01-27,"WALL, SD",United States,Non-Fatal,Substantial,unknown,champion,7EC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,NYC84FA085,1984-01-28,"TEMPLETON, MA",United States,Fatal(4),Destroyed,unknown,piper,PA-28R-200,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Maneuvering,4.0
Accident,LAX84LA172,1984-01-28,"CAMARILLO, CA",United States,Non-Fatal,Destroyed,unknown,bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0
Accident,DEN84LA077,1984-01-28,"ERIE, CO",United States,Non-Fatal,Destroyed,unknown,cessna,172E,No,1.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Cruise,2.0
Accident,NYC84LA080,1984-01-28,"MARIETTA, PA",United States,Non-Fatal,Substantial,unknown,cessna,172RG,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,NYC84LA077,1984-01-28,"AKRON, NY",United States,Non-Fatal,Substantial,unknown,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,MKC84LA068,1984-01-28,"AUGUSTA, KS",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA067,1984-01-28,"JASPER, AR",United States,Non-Fatal,Substantial,unknown,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,0.0
Accident,LAX84LA161,1984-01-28,"SAN FRANCISCO, CA",United States,Non-Fatal,Substantial,unknown,cessna,401A,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Descent,0.0
Accident,CHI84LA106,1984-01-28,"DETROIT LAKES, MN",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,CHI84LA098,1984-01-28,"PONTIAC, MI",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,ATL84FIJ01,1984-01-28,"ELIZABETH, WV",United States,Non-Fatal,Substantial,unknown,cessna,150J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,LAX84LA158,1984-01-29,"COALINGA, CA",United States,Non-Fatal,Destroyed,unknown,beech,J35,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,2.0
Accident,SEA84LA046,1984-01-29,"ISSAQUQH, WA",United States,Non-Fatal,Substantial,unknown,lark aviation,IS28B2,No,0.0,Unknown,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,NYC84LA079,1984-01-29,"PHILADELPHIA, PA",United States,Non-Fatal,Substantial,unknown,swearingen,SA-226T,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,9.0,UNK,Landing,0.0
Accident,FTW84LA123,1984-01-29,"HUNTSVILLE, TX",United States,Non-Fatal,Substantial,unknown,bellanca,7KCAB,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0
Accident,CHI84LA097,1984-01-29,"FARIBAULT, MN",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,1.0
Accident,DCA84AA016,1984-01-30,"AVALON, CA",United States,Fatal(6),Destroyed,unknown,learjet,24,No,2.0,Turbo Jet,Business,6.0,0.0,0.0,0.0,VMC,Landing,6.0
Accident,DCA84AA015,1984-01-30,"TERRE HAUTE, IN",United States,Fatal(3),Destroyed,unknown,swearingen,SA226TC,No,2.0,Turbo Prop,Positioning,3.0,0.0,0.0,0.0,VMC,Takeoff,3.0
Accident,ATL84FA088,1984-01-30,"GREENSBORO, NC",United States,Fatal(2),Destroyed,unknown,cessna,P210N,No,1.0,Reciprocating,Personal,2.0,0.0,2.0,0.0,IMC,Approach,4.0
Accident,NYC84FA078,1984-01-30,"TRENTON, NJ",United States,Non-Fatal,Substantial,unknown,dassault,FALCON 10,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,5.0,IMC,Climb,0.0
Accident,LAX84LA160,1984-01-30,"SANTA NELLA, CA",United States,Non-Fatal,Substantial,unknown,cessna,A188B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,DEN84LA078,1984-01-30,"BILLINGS, MT",United States,Non-Fatal,Substantial,unknown,piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,1.0
Accident,ATL84LA089,1984-01-30,"NEWTON, NC",United States,Non-Fatal,Substantial,unknown,bach,CGS HAWK,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,DEN84LA079,1984-01-30,"OGDEN, UT",United States,Non-Fatal,Substantial,unknown,bell,47G-3B-1,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,Cruise,0.0
Accident,CHI84LA131,1984-01-31,"LONE ROCK, WI",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,DEN84FA081,1984-02-01,"CHESTER, MT",United States,Fatal(1),Destroyed,unknown,enstrom,F-28C,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Maneuvering,1.0
Accident,ATL84FA090,1984-02-01,"LORIS, SC",United States,Fatal(4),Destroyed,unknown,beech,23,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,4.0
Accident,FTW84LA124,1984-02-01,"STILLWATER, OK",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,DEN84LA080,1984-02-01,"SANTA FE, NM",United States,Non-Fatal,Substantial,unknown,bellanca,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,CHI84LA101,1984-02-01,"LACON, IL",United States,Non-Fatal,Substantial,unknown,piper,PA38-112,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,CHI84LA100,1984-02-01,"LK IN THE HILLS, IL",United States,Non-Fatal,Substantial,unknown,cessna,172E,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Landing,1.0
Accident,ANC84LA034,1984-02-01,"ILIAMNA, AK",United States,Non-Fatal,Substantial,unknown,helio,H-250,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0
Accident,FTW84FA125,1984-02-02,"COLLEGE STATION, TX",United States,Fatal(1),Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Climb,1.0
Accident,NYC84FHJ01,1984-02-02,"HAUPPAUGE, NY",United States,Non-Fatal,Substantial,unknown,gordon,TEENIE TWO,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,FTW84LA128,1984-02-02,"EL PASO, TX",United States,Non-Fatal,Substantial,unknown,ryan,PT-22C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,CHI84LA099,1984-02-02,"NEW PARIS, OH",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,0.0
Accident,ATL84LA091,1984-02-02,"COVINGTON, KY",United States,Non-Fatal,Substantial,unknown,cessna,404,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,NYC84FA081,1984-02-03,"JAFFREY, NH",United States,Fatal(2),Destroyed,unknown,cessna,402,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,2.0
Accident,MKC84FA069,1984-02-03,"KANSAS CITY, KS",United States,Non-Fatal,Destroyed,unknown,bellanca,17-30,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,1.0,2.0,VMC,Takeoff,1.0
Accident,DEN84FA085,1984-02-03,"TAPPEN, ND",United States,Fatal(1),Destroyed,unknown,cessna,TR182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1.0
Accident,MIA84LA071,1984-02-03,"NARANJITO, PR",United States,Non-Fatal,Substantial,unknown,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Maneuvering,2.0
Accident,LAX84FA164,1984-02-03,"FULLERTON, CA",United States,Non-Fatal,Substantial,unknown,piper,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,0.0
Accident,DEN84LA084,1984-02-03,"DIXON, WY",United States,Non-Fatal,Substantial,unknown,piper,PA-22-135,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,DEN84LA082,1984-02-03,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,unknown,piper,PA-18-150,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,CHI84LA102,1984-02-03,"BELLAIRE, MI",United States,Non-Fatal,Substantial,unknown,piper,AEROSTAR 602P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Approach,0.0
Accident,MIA84FA072,1984-02-04,"HOBOKEN, GA",United States,Fatal(1),Destroyed,unknown,piper,PA-22-150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,1.0
Accident,ATL84FA092,1984-02-04,"NEWPORT NEWS, VA",United States,Fatal(1),Destroyed,unknown,cessna,210,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,Cruise,1.0
Accident,NYC84LA084,1984-02-04,"EASTON, PA",United States,Non-Fatal,Substantial,unknown,piper,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA070,1984-02-04,"DERBY, KS",United States,Non-Fatal,Substantial,unknown,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,0.0
Accident,LAX84LA165,1984-02-04,"HAYWARD, CA",United States,Non-Fatal,Substantial,unknown,cessna,180J,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Approach,4.0
Accident,LAX84LA163,1984-02-04,"SAN DIEGO, CA",United States,Non-Fatal,Substantial,unknown,hughes,500C (369HS),No,1.0,Turbo Shaft,Business,0.0,1.0,0.0,0.0,VMC,Cruise,1.0
Accident,FTW84LA129,1984-02-04,"LAMKIN, TX",United States,Non-Fatal,Substantial,unknown,piper,PA-22-135,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2.0
Accident,SEA84FA048,1984-02-05,"MEDFORD, OR",United States,Fatal(1),Destroyed,unknown,sikorsky,S-61L,No,2.0,Turbo Shaft,Positioning,1.0,1.0,0.0,0.0,VMC,Taxi,2.0
Accident,SEA84LA049,1984-02-05,"WINSLOW, WA",United States,Non-Fatal,Substantial,unknown,cessna,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,0.0
Accident,LAX84LA167,1984-02-05,"LAKE HAVASU CIT, AZ",United States,Non-Fatal,Substantial,unknown,grumman american,AA-5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX84LA166,1984-02-05,"FREMONT, CA",United States,Non-Fatal,Substantial,unknown,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,DEN84LA087,1984-02-05,"ERIE, CO",United States,Non-Fatal,Substantial,unknown,texas helicopter,205,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,DEN84LA083,1984-02-05,"THREE FORKS, MT",United States,Non-Fatal,Substantial,unknown,maule,M-4S,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,2.0
Accident,FTW84FA127,1984-02-06,"LAMPASAS, TX",United States,Fatal(2),Destroyed,unknown,american,AA-1A,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,FTW84FA126,1984-02-06,"HUGO, OK",United States,Fatal(1),Destroyed,unknown,piper,PA-30B,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0
Accident,NYC84LA083,1984-02-06,"LEONARDTOWN, MD",United States,Non-Fatal,Substantial,unknown,cessna,150H,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,MKC84LA100,1984-02-06,"JONESBORO, AR",United States,Non-Fatal,Substantial,unknown,beech,F90,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,0.0
